Aircraft;Engine;Role;Registration;Seats;Cargo Capacity (t);Flight Number;Date;Take-off Time (UTC);Origin Airport;Destination Airport;Distance OD (km);Distance Flown (km);CO2 (kgCO2e);Contrails (kgCO2e)
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY8155;01/08/2023;01/08/2023 19:35;LFPO;LEVC;1051.673874007024;1085.2027469085735;13412.756198176176;0.0
A321;V2533-A5;PAX;EC-MOO;220.0;0.0;VY8938;04/06/2023;04/06/2023 08:52;LFPO;LEPA;1020.2384564112792;1088.73309870475;15588.943187663395;0.0
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;Unknown;10/05/2023;10/05/2023 16:44;EGKK;LEBL;1109.0539170109523;1189.0153349849722;11491.295144015798;0.0
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY1333;03/05/2023;03/05/2023 09:08;EBBR;LEAL;1458.0128556729196;1743.701314022901;19559.4479862187;5178.710466429011
A321;V2533-A5;PAX;EC-MGY;220.0;0.0;VY8941;01/08/2023;01/08/2023 16:07;GCFV;LFPO;2647.156176570368;2794.1200444229075;35447.34308920411;0.0
A320;CFM56-5B4/3;PAX;EC-LVP;180.0;0.0;VY1592;15/11/2023;15/11/2023 15:38;LEBL;LEXJ;539.2343156721367;587.3662611789382;8768.205380806967;0.0
A321;V2533-A5;PAX;EC-MHA;220.0;0.0;VY3188;31/10/2023;31/10/2023 11:27;GCRR;LFPO;2586.894260739231;2737.769492276176;34758.53411429821;80029.91458974528
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY2117;20/10/2023;20/10/2023 11:23;LEBL;LEMG;765.966389686389;804.840300251254;12397.19235716735;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY2474;29/03/2023;29/03/2023 19:30;LEBL;GCRR;1974.1262423414275;2040.1877593485185;22433.031987726685;139667.67918350716
A320;V2527-A5;PAX;EC-MNZ;186.0;0.0;VY3521;26/08/2023;26/08/2023 15:16;LEIB;LEBL;276.1540864735084;317.8797967415068;5889.692915864414;0.0
A321;V2533-A5;PAX;EC-MMU;220.0;0.0;VY1517;01/08/2023;01/08/2023 18:36;LEBL;LFMN;496.29649900010094;533.9034889210752;9330.60822590644;0.0
A20N;PW1127G-JM;PAX;EC-NAX;186.0;0.0;VY1007;04/10/2023;04/10/2023 16:26;LEMD;LEBL;482.93021580816446;563.1459864033297;7034.846917995886;0.0
A320;V2527-A5;PAX;EC-MVE;186.0;0.0;VY3840;18/08/2023;18/08/2023 08:09;LEPA;EDDM;1215.744849059725;1347.7958756477371;15864.526518125724;57.75168501069987
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY8939;12/06/2023;12/06/2023 07:28;LEPA;LFPO;1020.2384564112792;1240.2137325103977;17299.554743876964;364.4193583363183
A320;V2527-A5;PAX;EC-MXP;186.0;0.0;VY3718;22/07/2023;22/07/2023 19:26;LEBL;LEMH;241.0492606878899;277.3402930893918;5404.087689349891;0.0
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY8304;17/12/2023;17/12/2023 10:24;LEBL;EHAM;1241.1362442046452;1439.6704540847531;16710.559938390004;0.0
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY3137;29/07/2023;29/07/2023 04:53;LEST;GCRR;1619.2551302114596;1720.3092303988385;19334.990140026137;0.0
A320;V2527-A5;PAX;EC-LUN;180.0;0.0;VY2520;08/10/2023;08/10/2023 09:13;LEBB;LEGR;683.6255792586452;837.955392968014;11099.113783575902;0.0
A319;CFM56-5B6/3;PAX;EC-MIR;144.0;0.0;VY6814;02/01/2023;02/01/2023 10:39;LIRQ;EHAM;1058.3305796033387;1250.672694582866;13881.198173573146;82386.41134695549
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY3904;02/02/2023;02/02/2023 07:19;LEBL;LEPA;201.96688121093285;239.6647576039364;4940.555427676934;0.0
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY1702;22/11/2023;22/11/2023 05:15;LEBL;LEVX;893.3415342249336;982.4157159848191;12445.860860731284;0.0
A320;CFM56-5B4/3;PAX;EC-KLB;180.0;0.0;VY1466;11/04/2023;11/04/2023 13:25;LEBB;LFPG;761.2964498804492;908.8085174039368;11772.487322153596;0.0
A20N;PW1127G-JM;PAX;EC-NCU;186.0;0.0;VY3103;10/08/2023;10/08/2023 06:15;GCXO;LEVC;1901.648638128489;2012.1146821624432;17522.381866334632;0.0
A319;CFM56-5B6/P;PAX;EC-NGB;144.0;0.0;VY2486;05/12/2023;05/12/2023 15:11;LEBL;LESO;391.8561560182081;504.86112237633085;7426.72292395156;0.0
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY1516;04/06/2023;04/06/2023 07:37;LFMN;LEBL;496.29649900010094;594.1133962680738;8837.269333481601;0.0
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;VY1423;03/12/2023;03/12/2023 06:22;LEBB;LEBL;466.810876844104;528.2108613044899;8215.693759409885;0.0
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;Unknown;13/10/2023;13/10/2023 05:08;LEBL;LEIB;276.1540864735084;299.86232788216154;6702.107541968521;0.0
A320;CFM56-5B6/P;PAX;EC-KHN;180.0;0.0;VY2703;06/02/2023;06/02/2023 20:41;LPPR;LEBB;526.666053879379;590.4511294349826;8802.737357144286;0.0
A320;CFM56-5B4/P;PAX;EC-KDG;180.0;0.0;VY3931;16/01/2023;16/01/2023 07:26;LEBL;LEGR;680.1368145509944;;10529.336174010165;
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY3224;16/01/2023;16/01/2023 19:48;GCXO;LEST;1753.2676773621454;1823.5583706390105;20301.885477471027;31780.200933133543
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY1305;17/04/2023;17/04/2023 11:03;LEAL;LEBL;403.8531061870535;510.1772726010248;8043.033877723299;0.0
A320;CFM56-5B4/3;PAX;EC-MAI;180.0;0.0;VY8985;29/06/2023;29/06/2023 21:40;EBBR;LEBL;1083.7830166422862;1161.266755048721;14120.661713091184;41257.28394164456
A20N;PW1127G-JM;PAX;EC-NDA;186.0;0.0;VY3258;19/02/2023;19/02/2023 18:37;LEZL;GCXO;1390.1408343101732;1457.709807824019;13403.08506346221;16289.129240279672
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY8308;18/03/2023;18/03/2023 09:16;EHAM;LEBL;1241.1362442046452;1298.3340658463733;15398.344837571936;-235.4988334098015
A320;CFM56-5B4/3;PAX;EC-MAH;180.0;0.0;VY1590;16/07/2023;16/07/2023 12:54;LEBL;LEXJ;539.2343156721367;581.0943866509454;8716.40741630099;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;Unknown;05/01/2023;05/01/2023 21:20;LEZL;LEBL;809.2782447899061;876.9643777232261;11478.965523286392;0.0
A20N;PW1127G-JM;PAX;EC-NCG;186.0;0.0;VY2509;19/05/2023;19/05/2023 10:54;LEZL;LEBB;701.1541526362191;761.7959453230761;8445.616030966687;0.0
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;VY2485;16/08/2023;16/08/2023 06:39;LESO;LEBL;391.8561560182081;460.8389370387552;7041.381118004004;0.0
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY3952;22/08/2023;22/08/2023 18:53;LEPA;LEVC;276.30655386254153;341.5455886335941;6154.568493963247;0.0
A320;CFM56-5B4/3;PAX;EC-LOC;180.0;0.0;VY6250;09/05/2023;09/05/2023 08:08;LFPO;LIRF;1088.6659905506278;1289.3925872484947;15312.014896728642;-7210.490186915594
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY1500;29/10/2023;29/10/2023 06:53;LIRQ;LEMD;1270.9016140085378;1399.6894423482952;15181.726768646153;4588.9232410760405
A320;V2527-A5;PAX;EC-MKO;186.0;0.0;VY3934;24/09/2023;24/09/2023 04:51;LEAL;LEPA;318.2296639123855;382.7493231;6662.246685319341;0.0
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY8982;28/09/2023;28/09/2023 14:35;LEBL;EBBR;1083.7830166422862;1281.01687864803;17758.49930773914;0.0
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY8921;17/10/2023;17/10/2023 08:20;EBBR;LEVC;1326.5092592494957;1410.8023755780268;16451.570115860122;-62.35427613203325
A320;CFM56-5B4/3;PAX;EC-MCU;180.0;0.0;VY3901;12/05/2023;12/05/2023 19:28;EKCH;LEBL;1768.57318009677;1917.86885260064;21221.636483904116;0.0
A319;CFM56-5B6/P;PAX;EC-MGF;144.0;0.0;VY6206;17/10/2023;17/10/2023 12:11;LIRQ;EGKK;1180.3784115125206;1425.3121896553448;15406.509488782229;0.0
A320;V2527-A5;PAX;EC-MGE;186.0;0.0;VY6602;12/05/2023;12/05/2023 12:44;EGKK;GCLP;2878.686576108463;3008.4748853522547;32014.069154323377;-36.37007276535064
A320;V2527-A5;PAX;EC-MEQ;186.0;0.0;VY1673;19/11/2023;19/11/2023 06:32;LEBL;LEST;883.2522704545041;1008.9700205159176;12704.850683261167;0.0
A320;V2527-A5;PAX;EC-MJB;186.0;0.0;VY3149;16/04/2023;16/04/2023 20:06;LEPA;LEMG;709.1252076593893;808.3057552299874;10822.85797287736;0.0
A320;V2527-A5;PAX;EC-MKN;186.0;0.0;VY6305;22/10/2023;22/10/2023 05:15;LEBB;EGKK;896.2343404083921;1013.674586446807;12739.382659598485;-4110.117556904782
A20N;PW1127G-JM;PAX;EC-NCF;186.0;0.0;Unknown;06/05/2023;06/05/2023 19:08;LEGR;EGKK;1577.864103726096;1683.2974656870583;15011.625547410227;196.5500277226819
A320;CFM56-5B4/3;PAX;EC-MBF;180.0;0.0;VY6515;06/02/2023;06/02/2023 17:06;LIMF;LEBL;625.8255121182425;754.3609629322987;10322.144315986256;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY3162;06/03/2023;06/03/2023 06:03;LEST;GCLP;1778.2054874068783;1847.6859836816327;20526.34332366359;338306.6058483236
A320;V2527-A5;PAX;EC-MFK;180.0;0.0;VY1579;26/04/2023;26/04/2023 11:41;LEAS;LEBL;711.5818927865374;788.2157797669679;10650.198091190772;-12329.574536487757
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY7334;22/07/2023;22/07/2023 17:23;LEBL;GMMX;1404.8216263622178;1483.4866622435668;17124.943654437815;0.0
A320;CFM56-5B4/3;PAX;EC-MAH;180.0;0.0;Unknown;01/04/2023;01/04/2023 12:38;GCLP;EHAM;3182.774429627134;3240.265695692149;34326.733297984654;-4393.621614714978
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY8721;15/11/2023;15/11/2023 10:29;EIDW;LEBL;1485.689825138535;1577.8572859391488;21119.167635556023;0.0
A320;CFM56-5B4/3;PAX;EC-LLM;180.0;0.0;VY3255;17/11/2023;17/11/2023 08:22;GCXO;LEZL;1390.1408343101732;;17142.20964260647;
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY8005;14/08/2023;14/08/2023 06:07;LFPO;LEBL;826.0961118302938;917.8847457684984;13669.72046605793;-21135.701830805712
A320;CFM56-5B4/3;PAX;EC-LOB;180.0;0.0;VY2218;13/09/2023;13/09/2023 15:46;LEBL;LEZL;809.2782447899061;836.1041537940289;11081.847795407242;0.0
A321;V2533-A5;PAX;EC-MJR;220.0;0.0;VY1984;02/08/2023;02/08/2023 08:10;LPPT;LFPO;1438.111041875215;1566.0383493051104;20992.385194094077;0.0
A320;CFM56-5B4/3;PAX;EC-LOP;180.0;0.0;VY8366;08/11/2023;08/11/2023 18:56;EHAM;LEMG;1883.6573073377576;1932.155617801621;21350.117825218626;615758.5378593189
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;VY1354;15/06/2023;15/06/2023 15:50;LEAL;LEIB;180.26919351444872;236.32115268812944;4025.726931022472;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY8462;21/07/2023;21/07/2023 17:24;LEBL;LPPT;994.0003331037478;1095.6359950007673;13516.352127188127;0.0
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;VY265;17/10/2023;17/10/2023 19:55;LEVD;LEMG;560.2680833036529;597.8048212029983;7285.357321233692;0.0
A320;V2527-A5;PAX;EC-MER;180.0;0.0;Unknown;20/09/2023;20/09/2023 10:45;LEBL;LIBD;1226.7002464174584;1307.2473837840498;15484.674778415229;151303.4688096914
A321;V2533-A5;PAX;EC-MJR;220.0;0.0;VY8982;19/03/2023;19/03/2023 13:53;LEBL;EBBR;1083.7830166422862;1350.0062090048546;18530.360619689163;0.0
A320;V2527-A5;PAX;EC-MJB;186.0;0.0;VY3937;17/09/2023;17/09/2023 21:44;LEPA;LEAL;318.2296639123855;395.160540614837;6794.684474368757;0.0
A319;CFM56-5B6/P;PAX;EC-MKX;144.0;0.0;VY6865;20/11/2023;20/11/2023 22:06;LICC;LIRQ;776.7111913197672;866.056617336282;10557.625097275462;0.0
A320;CFM56-5B4/3;PAX;EC-MAH;180.0;0.0;VY1896;16/09/2023;16/09/2023 04:37;LEBL;EDDL;1167.4145868113608;1332.5862285269695;15726.398612776453;-116148.62866751982
A320;V2527-A5;PAX;EC-MVN;180.0;0.0;VY8466;06/05/2023;06/05/2023 10:02;LEBL;LPPT;994.0003331037478;1024.221382059327;12842.978588610438;50191.50993244848
A321;CFM56-5B3/3;PAX;EC-NLV;220.0;0.0;VY6405;04/10/2023;04/10/2023 20:23;LIPZ;LEBL;951.7499664555206;1024.0227203916204;14858.80410879175;4532.619310717789
A320;V2527-A5;PAX;EC-MYC;186.0;0.0;VY3276;17/07/2023;17/07/2023 16:24;LEMG;GCXO;1433.559265590338;1525.4928088211009;17522.061382316966;0.0
A320;CFM56-5B4/P;PAX;EC-KDG;180.0;0.0;VY2287;21/05/2023;21/05/2023 15:24;LEJR;LEBL;865.7247045465681;1015.1480610150338;12756.648647767144;7961.317308684554
A320;V2527-A5;PAX;EC-LUO;180.0;0.0;VY1884;21/07/2023;21/07/2023 16:40;LEBL;EDDB;1502.4124826682996;1822.5340530627504;20284.61948930237;0.0
A320;CFM56-5B4/P;PAX;EC-MYB;180.0;0.0;VY3001;20/11/2023;20/11/2023 06:47;GCLP;LEBL;2174.4948701069866;2280.494697795485;24800.75956337989;-319.34781212148386
A320;V2527-A5;PAX;EC-MBT;180.0;0.0;Unknown;13/04/2023;13/04/2023 09:05;LEAL;GCXO;1821.7448648106365;1933.5249142804205;21368.472302549268;-7445.908220360574
A320;V2527-A5;PAX;EC-LVV;180.0;0.0;VY3730;16/07/2023;16/07/2023 09:56;LEBL;LEMH;241.0492606878899;291.54590996715456;5558.598443240875;0.0
A20N;PW1127G-JM;PAX;EC-NFI;186.0;0.0;IB3496;13/08/2023;13/08/2023 08:25;EDDH;LEBL;1492.5636767058477;1613.3878756481613;14510.604740934614;-2646.3886936756057
A20N;PW1127G-JM;PAX;EC-NAY;186.0;0.0;VY3305;22/08/2023;22/08/2023 17:14;LIRF;LEIB;977.1321297183898;1052.7605236097534;10515.623047194871;0.0
A320;V2527-A5;PAX;EC-MKM;186.0;0.0;VY1641;18/03/2023;18/03/2023 09:25;GCFV;LEST;1678.780204557066;1706.747636763315;19214.128222845524;129397.65648773366
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;VY3977;09/09/2023;09/09/2023 12:00;LEIB;LEBB;609.1855596217713;670.0117603687313;7799.562885774451;0.0
A20N;PW1127G-JM;PAX;EC-NFI;186.0;0.0;Unknown;28/06/2023;28/06/2023 07:18;LEBL;LEPA;201.96688121093285;279.3118281190512;4421.056942408491;0.0
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY8527;05/07/2023;05/07/2023 17:43;GMAD;LFPO;2276.171866177821;;30359.044532641165;
A321;V2533-A5;PAX;EC-MQB;220.0;0.0;VY1817;28/08/2023;28/08/2023 19:21;EDDM;LEBL;1094.6300447813323;1265.6422716488005;17570.74925888643;0.0
A320;V2527-A5;PAX;EC-LVS;180.0;0.0;VY2213;04/08/2023;04/08/2023 04:28;LEZL;LEBL;809.2782447899061;930.4743991305514;11962.41319200884;0.0
A320;CFM56-5B4/3;PAX;EC-LVO;180.0;0.0;VY7108;12/11/2023;12/11/2023 16:54;LEST;EGKK;1107.8245785187676;1205.732533572756;14535.045429138996;21226.259256512043
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;VY2655;09/10/2023;09/10/2023 15:51;LEMG;LEST;768.2318308580365;930.5361775923704;9645.429014895126;78233.34252317146
A320;V2527-A5;PAX;EC-MER;180.0;0.0;VY8436;15/05/2023;15/05/2023 16:52;LPPT;EHAM;1846.297159921293;;21441.89021187185;
A20N;PW1127G-JM;PAX;EC-NDC;186.0;0.0;VY3277;10/09/2023;10/09/2023 19:27;GCXO;LEMG;1433.559265590338;1572.385471053315;14220.540063501368;0.0
A320;V2527-A5;PAX;EC-MVD;186.0;0.0;VY3930;18/02/2023;18/02/2023 12:04;LEGR;LEPA;625.682054569327;718.1284960222929;9994.09054078174;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY2611;23/05/2023;23/05/2023 17:16;LEBB;LEMG;749.082899877611;821.2393013382658;10943.719890057971;-0.0163952528945299
A320;CFM56-5B4/P;PAX;EC-JTQ;180.0;0.0;VY1820;13/04/2023;13/04/2023 05:55;LEBL;EDDH;1492.5636767058477;1759.3101723277146;19697.57589156797;0.0
A20N;PW1127G-JM;PAX;EC-NBA;186.0;0.0;VY6165;08/10/2023;08/10/2023 16:45;LIEE;LEBL;633.7800232493965;697.1517894540361;7984.149498686518;0.0
A320;CFM56-5B6/P;PAX;EC-KDX;180.0;0.0;Unknown;02/05/2023;02/05/2023 09:00;LEBL;EGKK;1109.0539170109523;1272.131332228579;15156.621003210714;0.0
A320;V2527-A5;PAX;EC-MFL;180.0;0.0;VY3943;15/10/2023;15/10/2023 20:05;LEZL;LEPA;787.5136522636876;856.3856617881308;11271.773665262488;0.0
A320;CFM56-5B4/3;PAX;EC-MUM;180.0;0.0;VY8446;11/04/2023;11/04/2023 16:13;EHAM;EKCH;633.3847297968672;763.7165835309179;10408.47425682955;0.0
A320;V2527-A5;PAX;EC-MLE;186.0;0.0;VY1377;04/02/2023;04/02/2023 18:10;LEAL;EHAM;1613.152117716283;1730.1141548622786;19421.320080869427;0.0
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY3712;09/10/2023;09/10/2023 05:08;LEBL;LEMH;241.0492606878899;276.1542130781252;5382.014724508321;0.0
A20N;PW1127G-JM;PAX;EC-NIX;186.0;0.0;VY1883;13/11/2023;13/11/2023 10:18;EDDB;LEBL;1502.4124826682996;1592.6903084934954;14365.57240221799;-6102.182980395188
A321;V2533-A5;PAX;EC-MQL;220.0;0.0;VY3913;18/12/2023;18/12/2023 16:17;LEPA;LEBL;201.96688121093285;269.6016334098554;6368.329677341483;0.0
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;VY6204;13/04/2023;13/04/2023 05:57;LIRQ;EGKK;1180.3784115125206;1393.4517345720517;15117.50313432156;0.0
A320;V2527-A5;PAX;EC-MEA;180.0;0.0;VY2509;18/09/2023;18/09/2023 14:03;LEZL;LEBB;701.1541526362191;757.2662482263986;10356.676292323576;0.0
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;Unknown;01/01/2023;01/01/2023 18:55;LEBL;LEAS;711.5818927865374;716.860454692436;9976.82455261308;6536.679061557137
A320;V2527-A5;PAX;EC-MFM;180.0;0.0;VY1629;26/06/2023;26/06/2023 11:30;LEMG;LEMR;759.5150238934812;875.5170646142701;11461.699535117736;0.0
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;VY3068;17/10/2023;17/10/2023 09:21;LEMG;GCLP;1409.5460140854718;1617.0735506391964;14536.97425706491;-252.5746867828745
A320;CFM56-5B4/3;PAX;EC-MBL;180.0;0.0;VY9436;29/03/2023;29/03/2023 20:50;LEIB;LEBL;276.1540864735084;371.7276578603496;6529.808896269925;0.0
A320;CFM56-5B4/3;PAX;EC-MAI;180.0;0.0;VY6105;19/10/2023;19/10/2023 08:04;LEBL;LIRF;847.9678302098054;1009.0592698774363;12704.850683261167;0.0
A20N;PW1127G-JM;PAX;EC-NFK;186.0;0.0;Unknown;28/04/2023;28/04/2023 05:26;LEBB;EHAM;1152.5110471160726;1222.3137790117696;11728.620789188455;52511.41711938632
A320;CFM56-5B4/3;PAX;EC-LOB;180.0;0.0;VY6106;16/09/2023;16/09/2023 17:04;LEBL;LIRF;847.9678302098054;956.1778552837304;12204.137026370065;0.0
A20N;PW1127G-JM;PAX;EC-NAE;186.0;0.0;VY1425;26/04/2023;26/04/2023 09:48;LEBB;LEBL;466.810876844104;533.4822622794322;6775.848749359988;0.0
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;Unknown;15/08/2023;15/08/2023 09:42;LEBL;LIMF;625.8255121182425;716.7107465591905;8129.181837403143;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;VY3274;27/10/2023;27/10/2023 05:03;LEMG;GCXO;1433.559265590338;1551.8019839863896;17763.78521667819;-1741.4694294152534
A320;V2527-A5;PAX;EC-MLE;186.0;0.0;VY1677;06/04/2023;06/04/2023 12:07;LEST;LEBL;883.2522704545041;945.8786829156804;12117.807085526769;0.0
A20N;PW1127G-JM;PAX;EC-NEA;186.0;0.0;VY3211;25/01/2023;25/01/2023 10:34;GCXO;LEBL;2194.5028527808254;2324.895654383812;20098.53795487319;0.0
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY1821;06/02/2023;06/02/2023 14:39;EDDH;LEBL;1492.5636767058477;1673.136759522294;14932.51699901934;0.0
A320;V2527-A5;PAX;EC-MNZ;186.0;0.0;VY3117;23/05/2023;23/05/2023 09:28;LEGR;GCXO;1519.040665358035;1603.6708568889126;18247.232885400637;-1032.7981251913714
A320;V2527-A5;PAX;EC-MQE;186.0;0.0;VY1812;28/02/2023;28/02/2023 06:26;LEBL;EDDM;1094.6300447813323;1212.7501351320482;14604.10938181363;-4576.985801276021
A320;CFM56-5B4/3;PAX;EC-LZN;180.0;0.0;VY7366;22/08/2023;22/08/2023 04:03;LEBL;GMTT;930.5962904330156;1015.4649036084156;12756.648647767144;0.0
A320;CFM56-5B4/3;PAX;EC-KLB;180.0;0.0;VY1592;19/08/2023;19/08/2023 18:16;LEBL;LEXJ;539.2343156721367;588.8570888465366;8785.471368975626;0.0
A320;CFM56-5B4/P;PAX;EC-KDH;180.0;0.0;VY3700;29/11/2023;29/11/2023 12:22;LEBL;LEMH;241.0492606878899;250.62122713216937;5072.993216726351;0.0
A320;CFM56-5B6/3;PAX;EC-KLT;180.0;0.0;VY1305;17/10/2023;17/10/2023 10:55;LEAL;LEBL;403.8531061870535;522.9958097972129;8163.89579490391;0.0
A321;V2533-A5;PAX;EC-MRF;220.0;0.0;VY1984;08/12/2023;08/12/2023 08:43;LPPT;LFPO;1438.111041875215;1613.7036971932405;21520.6453668522;0.0
A320;CFM56-5B6/P;PAX;EC-KDT;180.0;0.0;VY6014;17/05/2023;17/05/2023 12:06;EGKK;LEZL;1591.558571178804;1673.6186208038723;18903.340435809667;-498.9756624158952
A320;V2527-A5;PAX;EC-MFL;180.0;0.0;VY2222;21/06/2023;21/06/2023 20:46;LEBL;LEZL;809.2782447899061;898.8695353735801;11668.89139314164;0.0
A320;V2527-A5;PAX;EC-MXG;186.0;0.0;VY3047;22/10/2023;22/10/2023 19:49;GCLP;LEZL;1377.5380723845806;1441.6028756127268;16727.82592655866;66493.25565884807
A320;CFM56-5B4/P;PAX;EC-KDG;180.0;0.0;VY2151;23/01/2023;23/01/2023 21:25;EBBR;LEMG;1735.4806098783336;1789.030313227807;19973.83170226651;0.0
A320;V2527-A5;PAX;EC-MOG;186.0;0.0;VY3287;29/04/2023;29/04/2023 17:50;GCLA;LEBB;2102.1099668809597;;23974.808083500862;
A321;V2533-A5;PAX;EC-MLM;220.0;0.0;VY1517;17/07/2023;17/07/2023 18:00;LEBL;LFMN;496.29649900010094;630.4711104518652;10415.386285944314;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;VY6164;06/10/2023;06/10/2023 11:52;LEBL;LIEE;633.7800232493965;696.8556044766432;9786.898682757834;0.0
A20N;PW1127G-JM;PAX;EC-NAE;186.0;0.0;VY3048;13/07/2023;13/07/2023 16:23;LEZL;GCLP;1377.5380723845806;1456.6956902089023;13403.08506346221;0.0
A320;CFM56-5B4/3;PAX;EC-MBY;180.0;0.0;VY3117;31/01/2023;31/01/2023 10:52;LEGR;GCXO;1519.040665358035;1645.5728362391053;18644.350613279785;0.0
A20N;PW1127G-JM;PAX;EC-NFH;186.0;0.0;VY1008;21/06/2023;21/06/2023 17:23;LEBL;LEMD;482.93021580816446;614.419912322066;7404.02014382002;0.0
A320;CFM56-5B6/P;PAX;EC-KJD;180.0;0.0;VY2972;29/06/2023;29/06/2023 18:51;LEBL;LFRS;714.2352201762058;794.6907155459716;10701.996055696747;2.4858365304277923
A319;CFM56-5B6/P;PAX;EC-MIQ;144.0;0.0;VY2485;31/05/2023;31/05/2023 06:53;LESO;LEBL;391.8561560182081;443.9706229565583;6896.877940773668;0.0
A320;CFM56-5B4/3;PAX;EC-MVO;180.0;0.0;VY6340;16/02/2023;16/02/2023 12:03;LEBL;LIMC;720.7942696840571;819.7026093731162;10943.719890057971;-51296.01503232853
A321;CFM56-5B3/3;PAX;EC-NLY;220.0;0.0;VY3004;15/11/2023;15/11/2023 05:52;LEBL;GCLP;2174.4948701069866;2251.222515240111;28936.987294125756;0.0
A20N;PW1127G-JM;PAX;EC-NAF;186.0;0.0;VY8990;01/05/2023;01/05/2023 04:59;LEZL;EBBR;1708.8301826373074;1805.8732576815407;15881.819579709972;0.0
A320;V2527-A5;PAX;EC-MEL;180.0;0.0;VY3044;02/03/2023;02/03/2023 06:02;LEZL;GCLP;1377.5380723845806;1447.6065948473529;16796.8898792333;-1182.078318960883
A319;CFM56-5B6/P;PAX;EC-MKV;144.0;0.0;VY1280;29/07/2023;29/07/2023 17:37;LEBL;LDZA;1229.4418797536907;1323.8116924692245;14523.434516819074;0.0
A320;CFM56-5B4/3;PAX;EC-LLJ;180.0;0.0;VY1462;20/09/2023;20/09/2023 09:14;LEAL;LEAS;745.6770399039174;854.3273509101858;11254.50767709383;0.0
A320;CFM56-5B4/P;PAX;EC-JSY;180.0;0.0;VY2972;27/09/2023;27/09/2023 18:53;LEBL;LFRS;714.2352201762058;872.0073267183919;11427.167558780417;0.0
A320;CFM56-5B4/3;PAX;EC-MBE;180.0;0.0;VY1006;12/01/2023;12/01/2023 14:53;LEBL;LEMD;482.93021580816446;512.4938643297302;8077.565854060615;0.0
A20N;PW1127G-JM;PAX;EC-NCS;186.0;0.0;VY2972;17/09/2023;17/09/2023 19:37;LEBL;LFRS;714.2352201762058;845.1180365870318;9038.930143898331;2800.834316282368
A321;CFM56-5B3/3;PAX;EC-NLY;220.0;0.0;VY6248;10/05/2023;10/05/2023 16:53;LEBL;LSZH;855.9042394968873;958.0217140851428;14107.803913380918;0.0
A320;V2527-A5;PAX;EC-MJC;186.0;0.0;VY3257;18/11/2023;18/11/2023 15:41;GCXO;LEZL;1390.1408343101732;1429.2099001633037;16624.229997546707;0.0
A320;V2527-A5;PAX;EC-LVT;180.0;0.0;VY1009;22/07/2023;22/07/2023 16:41;LEMD;LEBL;482.93021580816446;564.6364229977382;8561.013522783061;0.0
